season,first_conductor,orch,first_location,first_venue,event_name,first_date,num_perfs,first_soloist,id
1942,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1942-12-03,3,None,253
1922,"Mengelberg, Willem",NYP,"Manhattan, NY",MOH,SUB,1923-02-27,1,None,254
1913,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1913-12-11,2,"Harrison, Beatrice",255
1942,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1942-12-06,1,None,256
1913,"Stransky, Josef",NYP,"Brooklyn, NY",BAM,SUB,1913-12-14,1,"Florigny, Renee 6",257
1942,"Rodzinski, Artur",NYP,"Manhattan, NY",USP,RO,1942-12-07,1,None,258
1980,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,PFB,1980-09-24,1,"Stern, Isaac 3",259
1942,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1942-12-10,2,"Novotna, Jarmila 5",260
1913,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1913-12-18,2,None,261
1980,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1980-09-25,4,None,262
1973,"Thompson, Leon",NYP,"Manhattan, NY",AFH,PCS,1974-03-19,1,All-City High School Orchestra,263
1954,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1954-12-02,2,"Milstein, Nathan",264
1940,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1941-01-30,2,"Szigeti, Joseph",265
1913,"Stransky, Josef",NYP,"Manhattan, NY",MAD,SUB,1913-12-21,1,"Slezak, Leo 2",266
1931,"Schelling, Ernest",NYP,"Manhattan, NY",CH,Y,1931-12-05,1,Audience,267
1980,"Mehta, Zubin",NYP,"Bronx, NY",LEH,SUB,1980-09-28,1,"Drucker, Stanley",269
1954,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1954-12-04,1,"Curzon, Clifford",270
1931,"Schelling, Ernest",NYP,"Manhattan, NY",CH,Y,1931-12-12,1,"Falcone, Mario 6",271
1942,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1942-12-17,2,"Rachmaninoff, Sergei",272
1870,"Bergmann, Carl",NYP,"Manhattan, NY",AOM,SUB,1871-01-07,1,"Hoffman, Richard",273
1954,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1954-12-05,1,"Curzon, Clifford",274
1931,"Schelling, Ernest",NYP,"Manhattan, NY",CH,Y,1931-12-19,1,St. Thomas' Choristers,275
1942,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1942-12-20,1,None,276
1954,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1954-12-09,2,"Wayenberg, Daniel",277
1942,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1942-12-24,2,"Iturbi, Jose",278
1954,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1954-12-11,1,"Graffman, Gary",279
1942,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1942-12-27,1,"Iturbi, Jose",280
1962,"Bernstein, Leonard",NYP,"Manhattan, NY",PH,PCS,1962-09-30,1,"Bernstein, Leonard 6",281
1954,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1954-12-12,1,"Graffman, Gary",282
1926,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1926-12-02,2,"Friedberg, Carl 2",283
1885,"Thomas, Theodore",NYP,"Manhattan, NY",AOM,SUB,1886-04-10,1,"Juch, Emma 6",284
1954,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1954-12-16,2,"Seefried, Irmgard 3",285
1926,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1926-12-05,1,"Guidi, Scipione",286
1943,"Golschmann, Vladimir",NYP,"Manhattan, NY",CH,B,1943-10-03,1,None,287
1954,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1954-12-19,1,"Seefried, Irmgard 3",288
1926,"Mengelberg, Willem",NYP,"Princeton, NJ",ALE,RO,1926-12-07,1,None,289
1984,"Mehta, Zubin",NYE,"Manhattan, NY",ASI,C,1984-12-02,1,"Noda, Ken 15",290
1972,"Skrowaczewski, Stanislaw",NYP,"Manhattan, NY",PH,SUB,1972-11-02,3,"Weissenberg, Alexis",291
1954,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1954-12-23,2,"Szigeti, Joseph",292
1926,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1926-12-09,2,"Milhaud, Darius",293
1931,"Kleiber, Erich",NYP,"Manhattan, NY",MOH,SUB,1931-11-01,1,None,294
1972,"Rudolf, Max",NYP,"Manhattan, NY",PH,SUB,1972-11-09,4,None,295
1954,"Kostelanetz, Andre",NYP,"Manhattan, NY",CH,SUB,1954-12-25,1,"List, Eugene",296
1950,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1951-02-01,2,"Corigliano, John, Sr. 2",297
1931,"Kleiber, Erich",NYP,"Manhattan, NY",CH,SUB,1931-11-05,3,"Iturbi, Jose",298
1954,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1954-12-26,1,"Szigeti, Joseph",299
1926,"Mengelberg, Willem",NYP,"Manhattan, NY",MOH,SUB,1926-12-12,1,None,300
1932,"Toscanini, Arturo",NYP,"Manhattan, NY",CH,SUB,1933-03-30,3,None,301
1972,"Maazel, Lorin",NYP,"Manhattan, NY",PH,SUB,1972-11-16,3,"Frager, Malcolm",302
1950,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1951-02-04,1,"Corigliano, John, Sr. 2",303
1931,"Kleiber, Erich",NYP,"Philadelphia, PA",AOM,RO,1931-11-09,1,"Iturbi, Jose",304
1926,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1926-12-16,2,"Melchior, Lauritz",306
1954,"Kostelanetz, Andre",NYP,"White Plains, NY",WCC,RO,1954-12-29,1,"List, Eugene",307
1950,"Walter, Bruno",NYP,"Manhattan, NY",CH,PFB,1951-02-05,1,"Flagstad, Kirsten",308
1948,"Leide, Enrico",NYP,"Manhattan, NY",MOH,S,1949-02-06,1,"Lawrence, Marjorie 3",309
1948,"Hendl, Walter",NYP,"Manhattan, NY",PLZ,I,1949-03-14,1,None,310
1926,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,PCS,1926-12-18,1,"Munz, Mieczyslaw 2",311
1931,"Kleiber, Erich",NYP,"Manhattan, NY",CH,SUB,1931-11-11,1,"Jaenicke, Bruno",312
1981,"Nelson, John",NYP,"Manhattan, NY",CPG,P,1982-07-27,1,"Rex, Charles",313
1972,"Skrowaczewski, Stanislaw",NYP,"Manhattan, NY",PH,SUB,1972-11-24,3,"Hinderas, Natalie",314
1954,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1954-12-30,2,"Morini, Erica",315
1950,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1951-02-08,2,"Hess, Myra",316
1931,"Kleiber, Erich",NYP,"Manhattan, NY",CH,SUB,1931-11-12,3,None,317
1926,"Mengelberg, Willem",NYP,"Manhattan, NY",MOH,SUB,1926-12-19,1,"Zimbalist, Efrem",318
1981,"Nelson, John",NYP,"Brooklyn, NY",PRO,P,1982-07-28,1,"Rex, Charles",319
1972,"DePreist, James",NYP,"Manhattan, NY",PH,PCS,1972-11-30,1,None,320
1965,"Bernstein, Leonard",NYP,"Manhattan, NY",PH,SUB,1966-05-03,1,"Gold, Arthur 2",321
1950,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1951-02-11,1,"Hess, Myra",322
1926,"Mengelberg, Willem 2",NYP,"Manhattan, NY",CH,PFB,1926-12-21,1,"McCormack, John",323
1931,"Kleiber, Erich",NYP,"Manhattan, NY",CH,SUB,1931-11-18,4,"Piastro, Mishel 4",324
1981,"Nelson, John",NYP,"Bronx, NY",VCP,P,1982-07-30,2,"Rex, Charles",325
1965,"Bernstein, Leonard",NYP,"Manhattan, NY",PH,SUB,1966-05-05,4,"Gold, Arthur 2",326
1954,"Pelletier, Wilfrid",NYP,"Manhattan, NY",CH,Y,1954-11-20,1,"Fassett, James H. 2",327
1950,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1951-02-15,2,"Kapell, William",328
1931,"Toscanini, Arturo",NYP,"Manhattan, NY",CH,SUB,1931-11-26,2,"Busch, Adolf",329
1965,"Bernstein, Leonard",NYP,"Manhattan, NY",PH,SUB,1966-05-12,5,"Raskin, Judith 4",330
1950,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1951-02-17,2,"Kapell, William",332
1931,"Toscanini, Arturo",NYP,"Manhattan, NY",MOH,SUB,1931-11-29,1,None,333
1965,"Bernstein, Leonard",NYP,"Manhattan, NY",PH,SUB,1966-05-21,1,None,334
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,PFB,1990-10-03,1,"Barenboim, Daniel",335
1950,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1951-02-22,2,"Bernstein, Leonard",336
1968,"Giulini, Carlo Maria",NYP,"Manhattan, NY",PH,SUB,1969-01-02,4,"Camerata Singers, The",337
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-10-04,3,"Spivakov, Vladimir",338
1989,"Mehta, Zubin",NYP,"Vienna, VA",FIL,T,1990-08-22,1,"Drucker, Stanley",339
1950,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1951-02-24,2,"List, Eugene",340
1945,"Ganz, Rudolph",NYP,"Manhattan, NY",CH,Y,1946-01-05,1,Audience,341
1983,None,NYE,"Manhattan, NY",ASI,C,1984-01-29,1,"Robinson, Joseph 9",342
1968,"Giulini, Carlo Maria",NYP,"Manhattan, NY",PH,SUB,1969-01-09,4,"Petroff, Nasco",343
1989,"Mehta, Zubin",NYP,"Vienna, VA",FIL,T,1990-08-23,1,"McDermott, Kerry 3",344
1990,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1990-10-10,3,"Browning, John",345
1968,"Bernstein, Leonard",NYP,"Manhattan, NY",PH,SUB,1969-01-16,4,"Stern, Isaac 3",346
1990,"Slatkin, Leonard",NYP,"Greenvale, NY",TIL,SUB,1990-10-13,1,"Peters, Roberta",347
1915,"Stransky, Josef",NYP,"Dallas, TX",COL,T,1916-05-01,1,"Dadmun, Royal 2",348
1866,"Bergmann, Carl",NYP,"Manhattan, NY",STE,SUB,1866-12-15,1,"Urso, Camilla 2",349
1968,"Bernstein, Leonard",NYP,"Manhattan, NY",PH,SUB,1969-01-23,4,"Browning, John",350
1990,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1990-10-18,4,"Dicterow, Glenn 4",351
1983,"Neumann, Vaclav",NYP,"Manhattan, NY",AFH,SUB,1984-04-05,4,"Engerer, Brigitte",352
1915,"Stransky, Josef",NYP,"Dallas, TX",COL,T,1916-05-01,1,"Cochrane, Eleanore 2",353
1968,"Bonavera, Alfredo 6",NYP,"Manhattan, NY",PH,S,1969-01-28,1,None,354
1990,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1990-10-25,4,"de Larrocha, Alicia",355
1983,"Davis, Andrew",NYP,"Manhattan, NY",AFH,SUB,1984-04-12,4,"Munroe, Lorne",356
1915,"Stransky, Josef",NYP,"Shreveport, LA",GRA,T,1916-05-02,1,"Pilzer, Maximilian 2",357
1972,"Thomas, Michael Tilson",NYP,"Manhattan, NY",PH,Y,1972-10-28,2,None,358
1968,"Bernstein, Leonard",NYP,"Manhattan, NY",PH,SUB,1969-01-30,4,"Lorengar, Pilar 6",359
1983,"Shaw, Robert",NYP,"Manhattan, NY",AFH,SUB,1984-04-19,3,"Mitchell, Leona 3",360
1915,"Stransky, Josef",NYP,"Shreveport, LA",GRA,T,1916-05-02,1,"Cochrane, Eleanore 8",361
1950,"Buketoff, Igor",NYP,"Manhattan, NY",CH,Y,1951-01-06,1,"Starr, Susan 2",362
1983,"Shaw, Robert",NYP,"Manhattan, NY",AFH,SUB,1984-04-24,1,"Martin, Marvis 3",363
1909,"Mahler, Gustav",NYP,"Manhattan, NY",CH,SUB,1910-01-06,2,"Busoni, Ferruccio B.",364
1915,"Stransky, Josef",NYP,"Waco, TX",COT,T,1916-05-03,1,"Dadmun, Royal 2",365
1943,"Rodzinski, Artur",NYP,"Manhattan, NY",PLZ,I,1944-01-10,1,None,366
1909,"Mahler, Gustav",NYP,"Brooklyn, NY",BAM,SUB,1910-01-08,1,"Busoni, Ferruccio B. 4",367
1915,"Stransky, Josef",NYP,"Waco, TX",COT,T,1916-05-03,1,"Wren, Stella Prendergast 3",368
1983,"Zinman, David",NYP,"Manhattan, NY",AFH,SUB,1984-04-26,3,"Stern, Isaac",369
1915,"Stransky, Josef",NYP,"Austin, TX",UNI,T,1916-05-04,1,"Cochrane, Eleanore 2",370
1909,"Mahler, Gustav",NYP,"Manhattan, NY",CH,SUB,1910-01-14,1,None,371
1960,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1961-03-02,3,None,372
1915,"Stransky, Josef",NYP,"Galveston, TX",CIT,T,1916-05-05,1,"Townsend, Ruth 6",373
1909,"Mahler, Gustav",NYP,"Manhattan, NY",CH,SUB,1910-01-16,1,"Rachmaninoff, Sergei 4",374
1960,"Kostelanetz, Andre",NYP,"Manhattan, NY",CH,SUB,1961-03-04,1,"Marsh, Ozan",375
1937,"Ganz, Rudolph 2",NYP,"Manhattan, NY",CH,Y,1938-03-12,1,"Ganz, Rudolph 4",376
1909,"Mahler, Gustav",NYP,"Philadelphia, PA",AOM,RO,1910-01-17,1,None,377
1884,"Thomas, Theodore",NYP,"Manhattan, NY",AOM,SUB,1884-11-15,1,"Fursch-Madi, Emmy",378
1915,"Stransky, Josef",NYP,"Houston, TX",CAU,T,1916-05-06,1,"Townsend, Ruth 2",379
1960,"Kostelanetz, Andre",NYP,"Queens, NY",COL,SUB,1961-03-07,2,"Marsh, Ozan",380
1909,"Mahler, Gustav",NYP,"Manhattan, NY",CH,SUB,1910-01-20,2,No Soloist,381
1919,"Stransky, Josef",NYP,"Springfield, OH",MEM,T,1920-03-15,1,None,382
1915,"Stransky, Josef",NYP,"Houston, TX",CAU,T,1916-05-06,1,"Cochrane, Eleanore 2",383
1960,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1961-03-09,3,Schola Cantorum of NY,384
1909,"Mahler, Gustav",NYP,"Manhattan, NY",CH,SUB,1910-01-26,2,"Wuellner, Ludwig",385
1935,"Toscanini, Arturo",NYP,"Manhattan, NY",CH,PCS,1936-03-14,2,None,386
1919,"Stransky, Josef",NYP,"Detroit, MI",ORC,T,1920-03-16,1,None,387
1915,"Stransky, Josef",NYP,"New Orleans, LA",ATH,T,1916-05-08,1,"Cochrane, Eleanore 2",388
1974,"Boulez, Pierre",NYP,"Manhattan, NY",CPU,PRO,1975-03-21,1,"Di Cecco, Enrico 16",389
1960,"Bernstein, Leonard",NYP,"Newark, NJ",MOS,SUB,1961-03-11,1,Schola Cantorum of NY,390
1935,"Lange, Hans",NYP,"Manhattan, NY",CH,PCS,1936-03-21,2,"Spalding, Albert",391
1909,"Mahler, Gustav",NYP,"Manhattan, NY",CH,SUB,1910-01-30,1,"Gallico, Paolo",392
1915,"Stransky, Josef",NYP,"Mobile, AL",LYR,T,1916-05-09,1,"Cochrane, Eleanore 2",393
1919,"Stransky, Josef",NYP,"Grand Rapids, MI",POW,T,1920-03-17,1,None,394
1960,"Bernstein, Leonard 2",NYP,"Manhattan, NY",CH,SUB,1961-03-16,3,"Gould, Glenn 2",396
1915,"Stransky, Josef",NYP,"Mobile, AL",LYR,T,1916-05-09,1,"Cochrane, Eleanore 2",397
1919,"Stransky, Josef",NYP,"Youngstown, OH",PAR,T,1920-03-18,1,None,398
1960,"Bernstein, Leonard 2",NYP,"Manhattan, NY",CH,SUB,1961-03-18,1,None,399
1919,"Stransky, Josef",NYP,"Cleveland, OH",NMH,T,1920-03-19,1,"Roberts, Emma",400
1940,"Walter, Bruno",NYP,"Manhattan, NY",CH,PCS,1941-02-01,1,"Aitken, Webster",401
1901,"Paur, Emil",NYP,"Manhattan, NY",CH,SUB,1902-03-14,2,"Hoose, Ellison Van 2",402
1915,"Stransky, Josef",NYP,"Montgomery, AL",GRA,T,1916-05-10,1,"Karle, Theo 3",403
1960,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1961-03-23,4,"Masselos, William",404
1940,"Walter, Bruno",NYP,"Manhattan, NY",CH,PCS,1941-02-08,1,"Schuster, Joseph 2",405
1915,"Stransky, Josef",NYP,"Birmingham, AL",BIJ,T,1916-05-11,1,"Dadmun, Royal 4",406
1919,"Stransky, Josef",NYP,"Ashtabula, OH",HSA,T,1920-03-20,1,"Jupp, Edith",407
1960,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1961-03-30,4,"Lipton, Martha 3",408
1915,"Stransky, Josef",NYP,"Birmingham, AL",BIJ,T,1916-05-11,1,"Pilzer, Maximilian 4",409
1919,"Stransky, Josef",NYP,"Erie, PA",PAR,T,1920-03-21,1,"Hall, Frances",410
1983,"Newland, Larry",NYP,"Manhattan, NY",AFH,Y,1984-03-10,2,None,411
1919,"Stransky, Josef",NYP,"Niagara Falls, NY",ARM,T,1920-03-22,1,None,412
1915,"Stransky, Josef",NYP,"Meridian, MS",GRA,T,1916-05-12,1,"Cochrane, Eleanore 4",413
1983,"Bernstein, Leonard",NYP,"Manhattan, NY",AFH,Y,1984-03-14,1,Portland Youth Philharmonic,414
1880,"Thomas, Theodore",NYP,"Manhattan, NY",AOM,SUB,1881-01-15,1,"Henschel, [Isidor] Georg[e]",415
1900,"Paur, Emil",NYP,"Manhattan, NY",CH,SUB,1900-11-16,2,"Carreño, Teresa",416
1915,"Stransky, Josef",NYP,"Jackson, MS",UNK,T,1916-05-13,1,"Cochrane, Eleanore 4",417
1983,"Newland, Larry",NYP,"Manhattan, NY",AFH,Y,1984-03-31,1,"Hawley, Richard 5",418
1950,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,S,1951-05-02,1,"Nikolaidi, Elena 3",419
1915,"Stransky, Josef",NYP,"Memphis, TN",LYC,T,1916-05-15,1,"Townsend, Ruth 3",420
1854,"Bergmann, Carl",NYP,"Manhattan, NY",NG,SUB,1855-04-21,1,Mendelssohn Union 5,421
1915,"Stransky, Josef",NYP,"Memphis, TN",LYC,T,1916-05-16,1,"Karle, Theo 3",422
1915,"Stransky, Josef",NYP,"Memphis, TN",LYC,T,1916-05-16,1,"Cochrane, Eleanore 4",423
1923,"Hoogstraten, Willem van",NYP,"Manhattan, NY",WAL,I,1923-12-21,1,"Schulz, Leo",424
1915,"Stransky, Josef",NYP,"Chattanooga, TN",UNK,T,1916-05-17,1,"Dadmun, Royal 5",425
1923,"Hoogstraten, Willem van",NYP,"Manhattan, NY",MOH,SUB,1923-12-23,1,"Guidi, Scipione",426
1915,"Stransky, Josef",NYP,"Nashville, TN",RYM,T,1916-05-18,1,"Cochrane, Eleanore 4",427
1982,"Nelson, John",NYP,"Manhattan, NY",AFH,SUB,1982-11-04,4,"Ramey, Samuel",428
1923,"Hadley, Henry",NYP,"Manhattan, NY",CH,SUB,1923-12-27,2,"Zimbalist, Efrem 2",429
1982,"Kubelik, Rafael",NYP,"Manhattan, NY",AFH,SUB,1982-11-11,4,"Schiff, András",430
1915,"Stransky, Josef",NYP,"Roanoke, VA",AOM,T,1916-05-20,1,"Cochrane, Eleanore 4",431
1923,"Hadley, Henry",NYP,"Manhattan, NY",CH,SUB,1923-12-30,1,"Zimbalist, Efrem",432
1975,"Thomas, Michael Tilson",NYP,"Manhattan, NY",AFH,Y,1976-05-01,1,None,433
1982,"Kubelik, Rafael",NYP,"Manhattan, NY",AFH,SUB,1982-11-18,4,"Noda, Ken",434
1894,"Seidl, Anton",NYP,"Manhattan, NY",CH,SUB,1894-12-14,2,"MacDowell, Edward A. 2",435
1923,"Hadley, Henry",NYP,"Manhattan, NY",CH,PCS,1923-12-31,1,"Powell, John",436
1872,"Bergmann, Carl",NYP,"Manhattan, NY",AOM,SUB,1873-03-15,1,"Corradi, Henriette 3",437
1982,"Lopez Cobos [López Cobos], Jesus [Jesús]",NYP,"Manhattan, NY",AFH,SUB,1982-11-24,4,"Egorov, Youri",438
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-06-04,2,"Hayden, Melissa 3",439
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-06-06,1,"Hayden, Melissa 3",440
1934,"Toscanini, Arturo",NYP,"Manhattan, NY",CH,SUB,1935-04-03,3,None,441
1984,"Mehta, Zubin",NYP,"Vienna, AUSTRIA",KON,T,1985-06-11,1,"Myers, Philip",442
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-06-07,2,"Nash, Ogden 4",443
1959,"Bernstein, Leonard",NYP,"Washington, DC",DAR,SUB,1959-10-12,1,"Bernstein, Leonard 3",444
1934,"Toscanini, Arturo",NYP,"Hartford, CT",BUS,RO,1935-04-04,1,None,445
1984,"Mehta, Zubin",NYP,"Munich, GERMANY",MUS,T,1985-06-02,1,"Myers, Philip",446
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-06-11,1,"Nash, Ogden 4",447
1959,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1959-10-15,1,"Bernstein, Leonard 3",448
1934,"Janssen, Werner",NYP,"Manhattan, NY",CH,SUB,1935-04-11,2,None,449
1846,"Hill, Ureli Corelli",NYP,"Manhattan, NY",APO,SUB,1847-04-17,1,De Ribas 3,450
1919,"Stransky, Josef",NYP,"Brooklyn, NY",COM,SUB,1920-02-14,1,"Aubert, John",451
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-06-12,3,"Rodrigues, Amália 5",452
1959,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1959-10-16,3,"Bernstein, Leonard 3",453
1939,"Barbirolli , John 2",NYP,"Manhattan, NY",CH,SUB,1940-03-03,1,"Schuster, Joseph",455
1934,"Janssen, Werner",NYP,"Manhattan, NY",CH,SUB,1935-04-14,1,None,456
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-02-15,1,"Rosen, Max",457
1986,None,MUS,"Manhattan, NY",JJT,PAT,1986-09-29,1,"Drucker, Stanley 9",458
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-06-13,1,"Rodrigues, Amália 5",459
1988,None,NYE,"Manhattan, NY",MRK,C,1989-04-02,1,"Drucker, Stanley 10",460
1959,"Bernstein, Leonard 3",NYP,"Manhattan, NY",CH,SUB,1959-10-22,1,"Lipkin, Seymour",461
1939,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1940-03-07,2,"Casadesus, Robert",463
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-02-22,1,"Rachmaninoff, Sergei",464
1934,"Toscanini, Arturo",NYP,"Manhattan, NY",CH,SUB,1935-04-17,2,"Wallenstein, Alfred 2",465
1978,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1979-01-04,4,"Gramm, Donald 6",466
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-06-18,1,"Whittemore, Arthur 2",467
1959,"Bernstein, Leonard 2",NYP,"Manhattan, NY",CH,SUB,1959-10-23,3,"Lipkin, Seymour",468
1939,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1940-03-10,1,"Casadesus, Robert",469
1919,"Stransky, Josef",NYP,"Manhattan, NY",WAL,S,1920-02-24,1,Roshanara 3,470
1934,"Toscanini, Arturo",NYP,"Manhattan, NY",CH,SUB,1935-04-21,1,No Soloist,471
1984,None,NYE,"Manhattan, NY",ASI,C,1985-01-20,1,"Kaufman, Mindy 14",472
1978,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1979-01-11,3,"Spivakov, Vladimir",473
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-06-19,1,"Whittemore, Arthur 2",474
1959,"Carvalho, Eleazar De",NYP,"Manhattan, NY",UNG,S,1959-10-24,1,"Casadesus, Robert 6",475
1952,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1953-04-02,2,None,476
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-01-24,1,"Ma, Yo-Yo 2",477
1939,"Barbirolli , John",NYP,"Philadelphia, PA",AOM,RO,1940-03-14,1,"Traubel, Helen",478
1934,"Toscanini, Arturo",NYP,"Manhattan, NY",CH,SUB,1935-04-25,3,"Rethberg, Elisabeth 6",479
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-02-26,1,"Rachmaninoff, Sergei",480
1890,"Thomas, Theodore",NYP,"Manhattan, NY",MOH,SUB,1891-02-07,1,"Zeisler, Fannie Bloomfield",481
1978,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1979-01-17,5,"Perlman, Itzhak",482
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-06-20,3,"Costa, Mary",483
1965,None,PRE,"Manhattan, NY",PH,F,1966-07-13,1,"Schwarzkopf, Elisabeth 2",484
1959,"Carvalho, Eleazar De",NYP,"Manhattan, NY",CH,SUB,1959-10-29,4,Westminster Symphonic Choir,485
1952,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1953-04-04,2,"Steber, Eleanor",486
1939,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1940-03-13,2,None,487
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-02-27,1,"Rachmaninoff, Sergei",488
1934,"Toscanini, Arturo",NYP,"Providence, RI",MET,RO,1935-04-29,1,None,489
1978,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1979-01-25,4,"Baker, Janet 2",490
1965,"Dufallo, Richard (John) 2",PRE,"Manhattan, NY",PH,F,1966-07-15,1,"Laredo, Jaime 14",491
1952,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1953-04-09,2,"Varga, Laszlo 2",492
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-02-29,1,None,493
1939,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1940-03-17,1,"Tureck, Rosalyn 2",494
1978,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,PFB,1979-01-31,1,"Price, Leontyne",495
1977,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1977-09-14,1,"Martin, Janis 10",496
1965,"Dufallo, Richard (John) 2",PRE,"Manhattan, NY",PH,F,1966-07-22,1,Dorian Quintet 9,497
1952,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1953-04-11,1,"Kapell, William",498
1939,"Stoessel, Albert",NYP,"Manhattan, NY",CH,SUB,1940-03-20,2,"Davies, Agnes 13",499
1982,"Newland, Larry",NYP,"Manhattan, NY",AFH,Y,1982-10-30,2,None,500
1977,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1977-09-15,4,"Wilkomirska, Wanda",501
1952,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1953-04-12,1,"Kapell, William",502
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-12-01,1,"Rabin, Michael",503
1996,None,MUS,"Manhattan, NY",AFH,PRE,1997-01-30,3,"Pauley, Wilbur 14",504
1939,"Stoessel, Albert",NYP,"Manhattan, NY",CH,SUB,1940-03-24,1,"Hutcheson, Ernest",505
1977,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1977-09-22,4,"Verrett, Shirley",506
